clean_text,classification
banyak negara sekarang berperang mempertahankan bendera dan tanah air... tapi di negeri ini aparat pemerintah memerangi rakyat... salah jalankah pemerintahan sekarang... apakah tak adalagi persatuan dan kesatuan...,NON_BUZZER
kalian semua luar biasa salut gue sama yang ikut demo mental² baja semangat terus sodara sebangsa dan setanah air indonesia,NON_BUZZER
puan sama sahroni kemana itu katanya dpr terbuka lebar untuk rakyat,NON_BUZZER
"demo terlalu anarkis, selamatkan dpr ya allah, dpr sangat berjasa untuk rakyat indonesia , dpr sangat dicintai oleh masyarakat indonesia",BUZZER
"dpr bebas pajak pph 21... karyawan+buruh ,bayar pajak pph 21... sila ke 5 ...keadilan sosial bagi seluruh rakyat indonesia",NON_BUZZER
"di sekolah gue malah enggak boleh ikut demo jir , katanya kalo ikut bisa di keluarkan dari sekolah",NON_BUZZER
dpr ketawa demo geser ke mako brimob,NON_BUZZER
"demo itu sah dan penting, tapi harus tetap damai dan sesuai aturan. kerusuhan terjadi karena kombinasi emosi massa, kurangnya literasi politik, dan respons pemerintah yang lambat. jika semua pihak belajar dari peristiwa ini, bisa menjadi titik awal perbaikan sdm, budaya politik, dan akuntabilitas pemerintah.",NON_BUZZER
"please baca ini bentar teman-teman. menurut gue penting, agar suara kita langsung di tindak lanjuti.",NON_BUZZER
bangladesh : did itu sri lanka : did itu indonesia : did itu nepal gen saja : did itu france : did itu philippines :,NON_BUZZER
"kok pas banget ya alurnya kak. mulai pengesahan ru , mau jadi penyidik untuk sipil di kuhap kuhp ,kuasai kejaksaan yang notabene sebagai hukum sipil, bentuk 100 batalyon. rakyat jadi ingat tahun 65,98,2025. tapi.... ah sudahlah. rakyat sudah cerdas",NON_BUZZER
"miris banget tujuan awal demo adalah bubarkan dpr, kenapa malah beralih benci polri???kasihan lihat negeri ku sekarang, masyarakat dan aparat di adu domba sama penguasa dan tikus2 negeri ini. wahai masyarakat yang ikut demo & semua aparat, saling merangkul lah jangan saling menyakiti, jangan mau di adu domba masyarakat menuntut keadilan dan bubarkan dpr dl, disisi lain aparat juga hanya menjalankan tugas & perintah atasannya, semoga kalian semua sehat-sehat dalam menyuarakan aspirasi dan menjalankan tugasnya. yang demo juga jangan anarkis karena aparat juga hanya menjalankan tugasnya, saling menghargai spya tidak saling menyakiti, yang kalian demo itu (dpr) duduk manis ngopi sambil menonton tertawa lihat kalian baku hajaringat ada keluarga kalian semua menunggu dirumah fokus lah pada tujuan awal untuk melengserkan tikus2 negeri ini damailah indonesia ku",NON_BUZZER
"kalo ngelempar batu mah enggak apa-apa,tapi jangan batu ballast rel,nanti bisa amblas",NON_BUZZER
"guys :demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis?",NON_BUZZER
polisi itu harusnya melindungi rakyat bukan malah melindungi penjabat,NON_BUZZER
macetkn semua jalur inshaallah rakyat menang,NON_BUZZER
terbaik rakyat lawan pemerintah zholim,NON_BUZZER
kasihan masyarakatmu ini min,NON_BUZZER
"pecat gibran yang biki bangsa ini hancur segera pecat , tuh akibat nya punya wapres plonga plongo,",NON_BUZZER
kayak di gaza nih.....,NON_BUZZER
bagus sekali teruskan .sampai habis segalanya....rehat aambung terus,NON_BUZZER
lenserkan prabowo gibran bubarkan dpr,NON_BUZZER
buat kalian diseluruh indonesia dari sabang sampai maraoke yuk ramai kan demo tahun 2025 ini sampai hak yang kita mau terwujud jangan mau kita dibodoh bodohi sama dpr dan jajaran pemerintahan kita saat ini!!!,NON_BUZZER
bawa marcon bos..,NON_BUZZER
buat anggotah ormas mana bos mukin ini enggak ada uang nya ya,NON_BUZZER
"anggota dpr pada kemana ini, enggak ada yang muncul 1 pun",NON_BUZZER
"tetap semangat mahasiswaku,para pejuang negeriku yang tercinta",NON_BUZZER
pakai presiden lihatlah ini rakyatmu dan aparatmu,NON_BUZZER
giliran didemo anggota dewannya pasti enggak ada berani keluar,NON_BUZZER
kayak begini pemrintah berani bilang di tunggangi elit politik enggak ya,NON_BUZZER
maju terus kawan²,NON_BUZZER
"bayangkan deh, fasilitas perang dibeli dari uang pajak rakyat dipakai buat melawan rakyat yang ngebayar pajak tersebut",NON_BUZZER
saudara kita dari papua atau daerah timur mana aksinya???,NON_BUZZER
"turunkan pajak rakyat, turunkan tunjangan dpr, kurangi anggota dpr terlalu gemuk anggaran. sehat panjang umur untuk pak prabowo",NON_BUZZER
pemerintah brimob vs masyarakat modal tuhan turut berdukacita atas perginya moral di negara ini,NON_BUZZER
ya allah tolong lindungi seluruh masyarakat semoga tidak ada anarkis damai lah saudara sebangsa setanah air,NON_BUZZER
"trimaksih para masyarakat pendemo, semoga kalian di beri keselamatan oleh tuhan yang maha esa.",NON_BUZZER
rumah gue nih,NON_BUZZER
udahlh turun kan saja jadi presiden buat bumi ini 2025 panas,NON_BUZZER
rakyat vs polisi padahal enemy disini dpr wkwkw mereka malah wfh di hotel cuy sudah cape2 demo enggak ada yang nembus langsung ke mereka,NON_BUZZER
"orang-orang yang di belakang mahasiswa lagi asik minum kopi,,",NON_BUZZER
anakabah2 kerjaannya demo muluk bikin gaduh nanti kalo ada yang kena menyalahkan aparat,NON_BUZZER
ini kapan,NON_BUZZER
"pak presiden mana ini , ??????? kok diam saja melihat masyarakat nya seperti ini",NON_BUZZER
viva nepal,NON_BUZZER
respect sama mssa semangat ketua,NON_BUZZER
pemerintah doyan banget ya lihat rakyat nya pada ribut herannb,NON_BUZZER
rakyat dari sabang sampai meruke....satukan barisan...!!,NON_BUZZER
"saatnya presiden legowo mundur, kalo enggak bisa mengentaskan kesulitan negara.. jangan sampai memuncak seperti tragedi 98",NON_BUZZER
"baguslah ada keimbangan,memang negara ini butuh revolusi.pemimpim,pejabat ngr lebih pentingkan bagi-bagi jabatan,habiskan apbn,pemborosan,rakyat yang diperas.",NON_BUZZER
"aparat nya menggunakan pertahanan lengkap sedangkan rakyat hanya tangan kosong, adil kah?",NON_BUZZER
semangat buat para pendemo... biasanya pemerintah menunggu yang demo sampai bosan.... terus berjuang kawanku...semangat..,NON_BUZZER
semagat kwan,NON_BUZZER
mantap brader,NON_BUZZER
allah akbar bangsa ini mau di bawa ke mana....,NON_BUZZER
demo ini enggak akan di gubris ayo serentak saja enggak usah bayar pajak se indonesia,NON_BUZZER
"dpr jadi penonton sambil ketawa di kursi empuk rumah mewah,,",NON_BUZZER
"saya bingung ini demo kok dpr-nya diam saja ya sudah sericuh ini, harusnya ke rumah 2nya kali",NON_BUZZER
"kepada semua saudara2ku yang ikut demo ,semoga kalian semua diberkati dan dilindungi tuhan ya maha pengasih ,karena pengorban kalian semua itu untuk negara",NON_BUZZER
satu kata buat rakyat indonesia..keren !,NON_BUZZER
karyawan ku di jakarta ada 5 orang pada meminta izin libur katanya lagi ada acara keluarga dalam hati saya masak acara keluarga bisa barengan tapi sebenarnya saya sudah paham tapi tetap saya izinkan dan gaji tidak saya potong demi kemanusiaan semoga acara nya berjalan sukses agar indonesia bisa menjadi contoh untuk negara yang lain nya.,NON_BUZZER
kagak direspon deh suara rakyat pada kemana presiden dpr mpr pejabat pada dimana cox,NON_BUZZER
alfatihah buat para orasi dalam lindungan allah swt amin ya rabbal alamin,NON_BUZZER
"kita sebut mereka gagah pembela hak sesama,ikuzzoh para ksatria rakyat",NON_BUZZER
"semua anggota dpr sedang ketakutan dan mencereret,tanpa pernah berani menemui rakyat yang di wakili nya ,ironi , selamat berjuang pahlawan demo",NON_BUZZER
yang di demo dpr yang perang polisi sama rakyat dan yang tersenyum dpr lihat mereka perang enggak ada yang mau turun berdialog,NON_BUZZER
jangan lupa turunkan juga mentri² titipan mulyono,NON_BUZZER
mentalita masyarakat indonesia jangan diragukan,NON_BUZZER
sudah keterlaluan...sehingga rakyat tak tenang,NON_BUZZER
indonesia punya banyak personel tni/polisi tapi hanya untuk melawan rakyat nya sendiri,NON_BUZZER
rakyat benar benar sudah muak dengan kinerja dpr,NON_BUZZER
jokowi ada dibalik kerusuhan ini..rakyat jadi korban,NON_BUZZER
fikir nya di palestine....yang benar di indonesia ini,NON_BUZZER
mirip banget sama di one piece dpr itu ibarat tenyubito,NON_BUZZER
"runtuh sebuah negara sekiranya rkyt berterusan memberontak,",NON_BUZZER
safety utamakan takutnya ada kreta,NON_BUZZER
ini baru demo tipis2..pemanasan setelah 10 tahun di bungkam mulyono..jangan anggap remeh..,NON_BUZZER
"terima kasih sudah mewakili,terutama saya",NON_BUZZER
"kini masyarakat vs aparat, dpr ketawa gelihat ini karena dengan begini mereka bisa mencari panggung dan, menyalahkan aparat agar masyarakat lupa tujuan mereka demo apa",NON_BUZZER
kasihan gue lihat abang abang sudah ikut demo kayak begitu ….. mahasiswa nya pada kemana ya ?????,NON_BUZZER
pasti anggota dpr enggak tau kalo ada demo. soalnya gedungnya jauh dan tertutup makanya suara rakyat enggak didengar!! ‍‍‍,NON_BUZZER
"tangkap anies baswedan imigran yaman dan antek ""nya",BUZZER
itu anggota dpr nya pada masuk kerja apa menonton dari rumah ya ?,NON_BUZZER
sedangkan pejabat lagi ketawa menikmati adu domba ini,NON_BUZZER
good akhirnya rencana gue didengar,NON_BUZZER
apakah presiden diam menonton saja lihat kayak begini enggak di bikin tenang begitu,NON_BUZZER
ini presiden kemana kok diam saja apa menunggu seperti tahu 98 ..,NON_BUZZER
keep up the good job guys. i respect indonesians bcoz they fight for their rights. elfino,NON_BUZZER
"jangan lihat sisi buruk dpr terus, lihat sisik baiknya enggak ada sama sekali",NON_BUZZER
kasih paham ke musuh rakyat biar dia tahu siapa rakyat,NON_BUZZER
"semangat ya, lawan ketidakadilan negeri ini. aku hanya orang biasa dari desa pedalaman, tak bisa berbuat apa-apa, ataupun mengikuti perjuangan kalian. namun, insya allah, aku akan dukung dengan lantunan di'a supaya usaha—jerit payah, keringat yang kalian keluarkan diridhoi oleh-nya. insya allah, kita bisa menang melawan rezim jahat yang menindas serta mencuri hak kita.",NON_BUZZER
"keren banget kalian semua semangat abng""",NON_BUZZER
seandai nya ketua dpr puan maharni mau berbicara sama rakyat tidak akan terjadi seperti ini,NON_BUZZER
yang terjadi sekarang adalah masyarakat di adu domba dengan aparattanpa ada statment dari dpr dan pemerintah untuk mengakhiri semua ini...stop jangan ada korban jiwa lagiayolah dpr dan presiden rakyatmu sedang tidak baik-baik saja...,NON_BUZZER
"semoga nkri ini lekas membaik, amin",NON_BUZZER
1998 bangkit,NON_BUZZER
"kalo demo di depan dpr enggak mempan, yuk kita demo di depan kediaman mereka masing-masing",NON_BUZZER
"tetap hati-hati dan jaga keselamatan abang abangku,we are proud of lu",NON_BUZZER
lekas membaik indonesia ku,NON_BUZZER
ini orang sipil pahlawanku...,NON_BUZZER
"kami mendo'akan kalian para pendemo.. berperanglah demi keadilan, negara ini perlu di tata ulang",NON_BUZZER
"padahal sudah separah ini tapi masih anteng"" saja",NON_BUZZER
panjang umur perlawanan,NON_BUZZER
begitulah kalo demo pasti bentrok sama aparat keamanan terus yang di salahkan siapa coba,NON_BUZZER
paling besok pospol jadi target soalnya teman ojol yang di lindas brimob pasti enggak terima..,NON_BUZZER
"kasih jalan pak polisi mereka masyarakat dan rakyat indonesia bukan teroris kalaupun anda pak polisi baik-baik mereka ta' akan anarkis, hanya ingin menyalurkan aspirasi dan hak suara sebagai warga negara indonesia",NON_BUZZER
belum ada setahun jadi presiden sudah kayak begini tapi alhamdulillah semua sudah kelihatan polisi musuh dpr musuh masyarakat kalau enggak bersatu bayak tidasan belum lagi sat.pol p,NON_BUZZER
gua suka indonesia kayak begini kompak,NON_BUZZER
buat yang demo kalian pahlawan bangsa dan negara kita lagi dijajah sama pejabat negara sendiri kalianlah pahlawan sekarang ini,NON_BUZZER
waduh bisa habis batu yang di rel,NON_BUZZER
dunia harus tau ini,NON_BUZZER
mantaaap,NON_BUZZER
plis kalian yang lagi demo jaga diri baik-baik ya karena ada keluarga yang menunggu di rumah saya hanya bisa kirim doa stay safe semuanya!,NON_BUZZER
trm kasih yang sudah turun melakukan aksi demo,NON_BUZZER
keren tapi hati-hati,NON_BUZZER
bowo merasa aman2 saja kali ya rakyat demo diam saja,NON_BUZZER
"negara hebat uni soviet saja pecah karena tidak tau mengatur keuangan negara, apalagi indonesia",NON_BUZZER
mereka yang demo ini wakil rakyat yang sesungguhnya,NON_BUZZER
biasanya kalo ada demo demo begini aku cuek bodo amat.. tapi kali ini aku dukung para pendemo..,NON_BUZZER
menuju indonesia emas,NON_BUZZER
"oke gas, oke gas tambah dua torang gas",NON_BUZZER
jos,NON_BUZZER
yang dibawah saling beradu yang diatas mengapai ya,NON_BUZZER
semangat demi keadilan,NON_BUZZER
terimakasih sudah mewakili saya di ujung sumatra,NON_BUZZER
padahal di negara maju pun kalo demo pasti bakal ada polisi yang jaga bahkan lebih sadis. gaka sadar saja mereka kalo polisi di indonesia itu sudah sangat humanis,NON_BUZZER
lama lama rakyat senua akan turun ke jalan kalo pejabat nya enggak bisa menyelesaikan kegaduhan di negeri ini,NON_BUZZER
ya allah yang pada demo kalian keren,NON_BUZZER
"mana sound ""kulihat ibu pertiwi""",NON_BUZZER
"rakyat di jadikan musuh, kacau negara ini",NON_BUZZER
semoga kalian sehat selalu ya,NON_BUZZER
mantap,NON_BUZZER
"kalau dari teori gue, kayanya ini sudah di rencana. untuk membubarkan dpr cara yang paling ampuh cuman ini.",NON_BUZZER
deh macam kita palastin deh aku tengok..,NON_BUZZER
terimakasih buat para pendemo semoga kalian sehat selalu,NON_BUZZER
"terima kasih buat kalian yang rela bertarung di lapangan,semoga kalian selalu di lindungi oleh tuhan dan alam semesta",NON_BUZZER
kasihan ini seolah polisi dan masyarakat yang di adu. dpr nya cuman perlihatkan dari layar hp,NON_BUZZER
sehat selalu kawan,NON_BUZZER
kuya,NON_BUZZER
kalian sadar enggak sih di detik 0:14 itu bertiga lempar bersamaan,NON_BUZZER
ru perampasan aset harus di sahkan. biar negera kita bersih,NON_BUZZER
rakyat sudah melawan karena aturan dan kebijakan pemerintah yang mencekik rakyatnya,NON_BUZZER
"ayo demo saja tiap minggu biar viral ke luar negeri ,kalo pemerintah enggak mau benerin biar pemerintah luar yang ikut camput urusan ini",NON_BUZZER
mana keluarkan cabang betet,NON_BUZZER
memang kalau masarat ngamuk tak ada yang halangi ok selamat berjuang saudara ku semoga di lindung allah .amin.,NON_BUZZER
sama-sama pertahankan nyawa,NON_BUZZER
"di luar negeri kalo demo rusuh banget jir lah, banyak orang bawa molotov hampir semua bawa molotov di luar negeri",NON_BUZZER
arabia #ripindonesia'sdemocracy,NON_BUZZER
ini baru indonesia nama nya ini,NON_BUZZER
"semangat buat yang masih demo ,dan doa untuk affan ojol",NON_BUZZER
enggak jadi kah tanki sedot wc nya..ditunggu tunggu ini beritanya,NON_BUZZER
salah fokus sama yang lempar bisa bareng ber 3 lemparnya,NON_BUZZER
alllohuuuuakbar,NON_BUZZER
"semoga rakyat indonesia baik² saja, salam dari malaysia",NON_BUZZER
rekam biar dunia melihat kalo perlu nyalakan live kalian biar dunia menyaksikan secara langsung bahwa rakyat indonesia sudah muak dengan ketidakadilan.,NON_BUZZER
bandung sudah menyala bang,NON_BUZZER
ngene iki demo opo tapi cah. kalo pendeminya tertib opo ya diganggu polisi,NON_BUZZER
senjata yang di beli dari uang pajak rakyat sebagai pendapatan tertinggi negara.. sekarang senjata itu pula yang di gunakan untuk melawan rakyat nya.. miris,NON_BUZZER
mahasiswa dan anak stm kalo dah gabung bakalan rame inilah yang di sebut berontak capek di bohongin mulu,NON_BUZZER
semoga yang demo pulang dengan selamat,NON_BUZZER
"""merahnya bukan lagi berani, tapi darah rakyat yang ditumpahkan. putihnya bukan suci, tapi kepolosan rakyat yang terus dimanfaatkan""",NON_BUZZER
polisi takut enggak bisa makan kalau membela para aparat,NON_BUZZER
"1 pria di lindas brimob pemerintah semua masyarakat turun tangan pasti enggak tega sih, turut berdukacita atas hilangnya moral di negara ini presiden nya mana ini woi pak jokowi pak",NON_BUZZER
"tolong notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat, kita kerja cari uang disana",BUZZER
kaya begini bikin masyarakat tambah resah tau enggak,NON_BUZZER
garuda ku,NON_BUZZER
"bandung lautan api?,hey lihat lah indonesia sudah penuh api",NON_BUZZER
